callDateTime,priority,district,description,callNumber,incidentLocation,location
07/29/2017 03:57:00 PM,Medium,CD,BEHAVIOR CRISIS,P172101696,1700 N CHARLES ST,"1700 N CHARLES ST
BALTIMORE, MD
(39.308895, -76.616412)"
08/06/2017 02:17:00 AM,Medium,ED,BEHAVIOR CRISIS,P172180306,1000 E BIDDLE ST,"1000 E BIDDLE ST
BALTIMORE, MD
(39.303936, -76.603418)"
07/31/2017 11:38:00 PM,Medium,SD,BEHAVIOR CRISIS,P172123164,300 S FREMONT AV,"300 S FREMONT AV
BALTIMORE, MD
(39.285127, -76.626759)"
07/29/2017 02:05:00 PM,Medium,NE,BEHAVIOR CRISIS,P172101365,1900 E 31ST ST,"1900 E 31ST ST
BALTIMORE, MD
(39.326339, -76.589161)"
07/29/2017 01:23:00 PM,Medium,ND,BEHAVIOR CRISIS,P172101271,1000 W 36TH ST,"1000 W 36TH ST
BALTIMORE, MD
(39.331079, -76.633032)"
07/29/2017 12:56:00 PM,Medium,NE,BEHAVIOR CRISIS,P172101217,3800 PARKSIDE DR,"3800 PARKSIDE DR
BALTIMORE, MD
(39.330928, -76.568576)"
08/01/2017 07:37:00 AM,Medium,CD,BEHAVIOR CRISIS,P172130547,1300 ST PAUL ST,"1300 ST PAUL ST
BALTIMORE, MD
(39.304776, -76.614566)"
07/29/2017 09:27:00 AM,Medium,WD,BEHAVIOR CRISIS,P172100786,1000 W FAYETTE ST,"1000 W FAYETTE ST
BALTIMORE, MD
(39.289854, -76.633984)"
07/29/2017 06:03:00 AM,Medium,NW,BEHAVIOR CRISIS,P172100518,5100 ARBUTUS AV,"5100 ARBUTUS AV
BALTIMORE, MD
(39.343292, -76.681259)"
07/30/2017 10:13:00 PM,Medium,SD,BEHAVIOR CRISIS,P172112694,600 S SHARP ST,"600 S SHARP ST
BALTIMORE, MD
(39.282076, -76.617532)"
08/31/2017 02:31:00 PM,Medium,NE,BEHAVIOR CRISIS,P172431651,1300 ROSSITER AV,"1300 ROSSITER AV
BALTIMORE, MD
"
08/28/2017 09:27:00 PM,Medium,NW,BEHAVIOR CRISIS,P172402745,3600 CLARINTH RD,"3600 CLARINTH RD
BALTIMORE, MD
(39.362908, -76.700791)"
08/28/2017 07:56:00 PM,Medium,NW,BEHAVIOR CRISIS,P172402488,4500 N ROGERS AV,"4500 N ROGERS AV
BALTIMORE, MD
(39.343532, -76.694091)"
08/30/2017 02:14:00 AM,Medium,CD,BEHAVIOR CRISIS,P172420175,0 BLK CUSTOM HOUSE AV,"0 BLK CUSTOM HOUSE AV
BALTIMORE, MD
"
08/29/2017 05:56:00 PM,Medium,NE,BEHAVIOR CRISIS,P172412005,1400 CROFTON RD,"1400 CROFTON RD
BALTIMORE, MD
"
08/28/2017 09:51:00 PM,Medium,ED,BEHAVIOR CRISIS,P172402825,2700 E CHASE ST,"2700 E CHASE ST
BALTIMORE, MD
(39.30379, -76.579613)"
08/28/2017 06:24:00 PM,Medium,NE,BEHAVIOR CRISIS,P172402195,3900 DUDLEY AV,"3900 DUDLEY AV
BALTIMORE, MD
(39.3175, -76.560925)"
08/28/2017 05:11:00 PM,Medium,NE,BEHAVIOR CRISIS,P172401956,5500 BELAIR RD,"5500 BELAIR RD
BALTIMORE, MD
(39.339747, -76.549226)"
08/28/2017 03:14:00 PM,Medium,NW,BEHAVIOR CRISIS,P172401593,5500 MINNOKA AV,"5500 MINNOKA AV
BALTIMORE, MD
(39.348449, -76.689771)"
08/28/2017 04:42:00 PM,Medium,NW,BEHAVIOR CRISIS,P172401856,2700 GWYNNS FALLS PY,"2700 GWYNNS FALLS
BALTIMORE, MD
(39.314782, -76.662806)"
08/28/2017 04:48:00 PM,Medium,ND,BEHAVIOR CRISIS,P172401877,5400 YORK RD,"5400 YORK RD
BALTIMORE, MD
(39.356169, -76.609901)"
08/28/2017 04:55:00 PM,Medium,NW,BEHAVIOR CRISIS,P172401898,2700 GWYNNS FALLS PY,"2700 GWYNNS FALLS
BALTIMORE, MD
(39.314782, -76.662806)"
07/29/2017 02:27:00 AM,Medium,WD,BEHAVIOR CRISIS,P172100271,800 N CAREY ST,"800 N CAREY ST
BALTIMORE, MD
(39.297978, -76.638638)"
07/31/2017 09:25:00 PM,Medium,WD,BEHAVIOR CRISIS,P172122788,1000 W LEXINGTON ST,"1000 W LEXINGTON ST
BALTIMORE, MD
(39.290945, -76.63389)"
07/31/2017 09:03:00 PM,Medium,SD,BEHAVIOR CRISIS,P172122720,600 LIGHT ST,"600 LIGHT ST
BALTIMORE, MD
(39.281438, -76.613063)"
07/29/2017 09:24:00 AM,Medium,SE,BEHAVIOR CRISIS,P172100779,900 BLK S BOND ST,"900 BLK S BOND ST
BALTIMORE, MD
(39.281521, -76.595048)"
08/28/2017 12:01:00 PM,Medium,NE,BEHAVIOR CRISIS,P172401132,1600 CHILTON ST,"1600 CHILTON ST
BALTIMORE, MD
(39.327509, -76.594074)"
07/31/2017 08:58:00 PM,Medium,SD,BEHAVIOR CRISIS,P172122702,300 S STRICKER ST,"300 S STRICKER ST
BALTIMORE, MD
(39.284349, -76.64072)"
08/28/2017 11:48:00 AM,Medium,SD,BEHAVIOR CRISIS,P172401089,100 S FREMONT AV,"100 S FREMONT AV
BALTIMORE, MD
(39.286725, -76.62763)"
09/07/2017 03:32:00 PM,Medium,SW,BEHAVIOR CRISIS,P172501607,0 N ROCK GLEN RD,"0 N ROCK GLEN RD
BALTIMORE, MD
"
08/28/2017 09:37:00 AM,Medium,SD,BEHAVIOR CRISIS,P172400747,1200 W PRATT ST,"1200 W PRATT ST
BALTIMORE, MD
(39.285595, -76.636556)"
08/28/2017 09:41:00 AM,Medium,ND,BEHAVIOR CRISIS,P172400757,100 E MELROSE AV,"100 E MELROSE AV
BALTIMORE, MD
(39.366496, -76.619321)"
08/28/2017 04:39:00 AM,Medium,CD,BEHAVIOR CRISIS,P172400325,500 N CHARLES ST,"500 N CHARLES ST
BALTIMORE, MD
(39.295142, -76.615532)"
08/28/2017 08:17:00 AM,Medium,SW,BEHAVIOR CRISIS,P172400567,3600 W LEXINGTON ST,"3600 W LEXINGTON ST
BALTIMORE, MD
(39.290365, -76.677097)"
08/28/2017 09:21:00 AM,Medium,ED,BEHAVIOR CRISIS,P172400711,2200 E MONUMENT ST,"2200 E MONUMENT ST
BALTIMORE, MD
(39.298685, -76.586474)"
08/28/2017 12:12:00 AM,Medium,ND,BEHAVIOR CRISIS,P172400032,6000 BELLONA AV,"6000 BELLONA AV
BALTIMORE, MD
(39.364277, -76.615292)"
08/28/2017 08:36:00 AM,Medium,CD,BEHAVIOR CRISIS,P172400603,0 BLK E FAYETTE ST,"0 BLK E FAYETTE ST
BALTIMORE, MD
"
08/27/2017 11:37:00 PM,Medium,SD,BEHAVIOR CRISIS,P172392823,3000 CHERRYLAND RD,"3000 CHERRYLAND RD
BALTIMORE, MD
(39.248325, -76.62339)"
08/27/2017 11:47:00 PM,Medium,SD,BEHAVIOR CRISIS,P172392849,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
08/27/2017 09:07:00 PM,Medium,NE,BEHAVIOR CRISIS,P172392474,3500 GLENMORE AV,"3500 GLENMORE AV
BALTIMORE, MD
(39.353936, -76.547905)"
08/27/2017 05:57:00 PM,Medium,SD,BEHAVIOR CRISIS,P172391955,4100 TOWNSEND AV,"4100 TOWNSEND AV
BALTIMORE, MD
(39.228919, -76.602322)"
08/27/2017 05:00:00 PM,Medium,CD,BEHAVIOR CRISIS,P172391820,2200 CALLOW AV,"2200 CALLOW AV
BALTIMORE, MD
(39.312919, -76.631349)"
08/27/2017 06:01:00 PM,Medium,NE,BEHAVIOR CRISIS,P172391984,4400 KAVON AV,"4400 KAVON AV
BALTIMORE, MD
(39.32819, -76.562222)"
08/27/2017 05:44:00 PM,Medium,CD,BEHAVIOR CRISIS,P172391911,200 E LEXINGTON ST,"200 E LEXINGTON ST
BALTIMORE, MD
(39.291209, -76.612173)"
08/27/2017 07:01:00 PM,Medium,NW,BEHAVIOR CRISIS,P172392130,4200 NADINE DR,"4200 NADINE DR
BALTIMORE, MD
(39.35912, -76.70982)"
08/27/2017 06:36:00 PM,Medium,SD,BEHAVIOR CRISIS,P172392067,400 BLK E JEFFREY ST,"400 BLK E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
08/27/2017 11:56:00 AM,Medium,NW,BEHAVIOR CRISIS,P172391089,3200 MONDAWMIN AV,"3200 MONDAWMIN AV
BALTIMORE, MD
(39.315316, -76.671936)"
08/27/2017 11:35:00 AM,Medium,WD,BEHAVIOR CRISIS,P172391041,1100 N BENTALOU ST,"1100 N BENTALOU ST
BALTIMORE, MD
(39.300687, -76.653561)"
08/27/2017 11:11:00 AM,Medium,SW,BEHAVIOR CRISIS,P172390976,3300 ELGIN AV,"3300 ELGIN AV
BALTIMORE, MD
(39.313147, -76.672849)"
08/27/2017 09:27:00 AM,Medium,NE,BEHAVIOR CRISIS,P172390779,3100 RAVENWOOD AV,"3100 RAVENWOOD AV
BALTIMORE, MD
(39.315265, -76.58043)"
08/27/2017 10:13:00 AM,Medium,NE,BEHAVIOR CRISIS,P172390853,3100 RAVENWOOD AV,"3100 RAVENWOOD AV
BALTIMORE, MD
(39.315265, -76.58043)"
08/27/2017 08:19:00 AM,Medium,WD,BEHAVIOR CRISIS,P172390650,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
08/27/2017 08:13:00 AM,Medium,ED,BEHAVIOR CRISIS,P172390647,2600 E BIDDLE ST,"2600 E BIDDLE ST
BALTIMORE, MD
(39.304788, -76.581244)"
08/27/2017 10:03:00 AM,Medium,SD,BEHAVIOR CRISIS,P172390835,1900 WILKENS AV,"1900 WILKENS AV
BALTIMORE, MD
(39.282106, -76.646707)"
08/27/2017 10:49:00 AM,Medium,NW,BEHAVIOR CRISIS,P172390920,4100 AMOS AV,"4100 AMOS AV
BALTIMORE, MD
(39.353645, -76.698771)"
08/27/2017 10:37:00 AM,Medium,CD,BEHAVIOR CRISIS,P172390897,100 W SARATOGA ST,"100 W SARATOGA ST
BALTIMORE, MD
(39.293, -76.616728)"
08/21/2017 06:13:00 PM,Medium,NE,BEHAVIOR CRISIS,P172332111,1200 GITTINGS AV,"1200 GITTINGS AV
BALTIMORE, MD
(39.370213, -76.593883)"
08/21/2017 03:59:00 PM,Medium,SE,BEHAVIOR CRISIS,P172331689,5500 E LOMBARD ST,"5500 E LOMBARD ST
BALTIMORE, MD
(39.293464, -76.550284)"
08/21/2017 11:34:00 AM,Medium,ED,BEHAVIOR CRISIS,P172331014,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
08/22/2017 12:12:00 PM,Medium,NE,BEHAVIOR CRISIS,P172341230,3900 THE ALAMEDA,"3900 THE
BALTIMORE, MD
"
08/21/2017 10:59:00 AM,Medium,CD,BEHAVIOR CRISIS,P172330946,700 DRUID PARK LAKE DR,"700 DRUID PARK LAKE DR
BALTIMORE, MD
(39.316679, -76.630421)"
08/21/2017 09:04:00 AM,Medium,NE,BEHAVIOR CRISIS,P172330704,5400 HAMLET AV,"5400 HAMLET AV
BALTIMORE, MD
(39.354575, -76.566007)"
08/21/2017 08:10:00 AM,Medium,ND,BEHAVIOR CRISIS,P172330576,4100 BLK ST GEORGES AV,"4100 BLK ST GEORGES AV
BALTIMORE, MD
(39.340534, -76.600958)"
08/21/2017 09:13:00 AM,Medium,NE,BEHAVIOR CRISIS,P172330713,3700 PINEWOOD AV,"3700 PINEWOOD AV
BALTIMORE, MD
(39.356417, -76.53671)"
07/31/2017 07:57:00 PM,Medium,SW,BEHAVIOR CRISIS,P172122526,1900 BREITWERT AV,"1900 BREITWERT AV
BALTIMORE, MD
(39.26847, -76.650359)"
08/21/2017 06:07:00 AM,Medium,NE,BEHAVIOR CRISIS,P172330399,4300 PARKSIDE DR,"4300 PARKSIDE DR
BALTIMORE, MD
(39.326389, -76.564208)"
08/21/2017 06:56:00 AM,Medium,ND,BEHAVIOR CRISIS,P172330460,3000 WYLIE AV,"3000 WYLIE AV
BALTIMORE, MD
(39.341977, -76.665188)"
08/21/2017 05:31:00 AM,Medium,NE,BEHAVIOR CRISIS,P172330374,1200 GITTINGS AV,"1200 GITTINGS AV
BALTIMORE, MD
(39.370213, -76.593883)"
08/21/2017 04:23:00 AM,Medium,NW,BEHAVIOR CRISIS,P172330331,2800 ALLENDALE RD,"2800 ALLENDALE RD
BALTIMORE, MD
(39.319309, -76.68068)"
08/21/2017 06:57:00 AM,Medium,ND,BEHAVIOR CRISIS,P172330464,3000 WYLIE AV,"3000 WYLIE AV
BALTIMORE, MD
(39.341977, -76.665188)"
08/21/2017 06:20:00 AM,Medium,NW,BEHAVIOR CRISIS,P172330411,2900 HILLSDALE RD,"2900 HILLSDALE RD
BALTIMORE, MD
(39.321994, -76.698967)"
07/31/2017 08:00:00 PM,Medium,ND,BEHAVIOR CRISIS,P172122535,800 ST DUNSTANS RD,"800 ST DUNSTANS RD
BALTIMORE, MD
(39.360652, -76.603325)"
08/20/2017 08:36:00 PM,Medium,SW,BEHAVIOR CRISIS,P172322410,0 BENKERT AV,"0 BENKERT AV
BALTIMORE, MD
"
08/20/2017 08:32:00 AM,Medium,ED,BEHAVIOR CRISIS,P172320753,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
08/20/2017 11:04:00 AM,Medium,ED,BEHAVIOR CRISIS,P172320979,600 FALLSWAY,"600 FALLSWAY
BALTIMORE, MD
(39.29696, -76.610189)"
08/20/2017 02:40:00 AM,Medium,SW,BEHAVIOR CRISIS,P172320359,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
08/20/2017 12:58:00 AM,Medium,ND,BEHAVIOR CRISIS,P172320147,2600 HUNTINGDON AV,"2600 HUNTINGDON AV
BALTIMORE, MD
(39.318924, -76.621343)"
08/20/2017 12:16:00 AM,Medium,NW,BEHAVIOR CRISIS,P172320053,3700 BELLE AV,"3700 BELLE AV
BALTIMORE, MD
(39.333595, -76.67582)"
08/20/2017 03:05:00 AM,Medium,SW,BEHAVIOR CRISIS,P172320477,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
08/20/2017 07:45:00 AM,Medium,WD,BEHAVIOR CRISIS,P172320688,3500 HOLMES AV,"3500 HOLMES AV
BALTIMORE, MD
(39.318876, -76.650172)"
08/20/2017 06:28:00 AM,Medium,SE,BEHAVIOR CRISIS,P172320616,300 S DALLAS CT,"300 S DALLAS CT
BALTIMORE, MD
(39.287505, -76.596494)"
08/20/2017 12:07:00 PM,Medium,NE,BEHAVIOR CRISIS,P172321107,1900 ARGONNE DR,"1900 ARGONNE DR
BALTIMORE, MD
(39.340443, -76.582779)"
08/20/2017 02:55:00 AM,Medium,SW,BEHAVIOR CRISIS,P172320389,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
08/20/2017 04:27:00 AM,Medium,SE,BEHAVIOR CRISIS,P172320510,100 N HIGHLAND AV,"100 N HIGHLAND AV
BALTIMORE, MD
(39.293723, -76.569496)"
08/20/2017 10:59:00 AM,Medium,NW,BEHAVIOR CRISIS,P172320970,3700 PARK HEIGHTS AV,"3700 PARK HEIGHTS AV
BALTIMORE, MD
(39.330787, -76.659959)"
08/20/2017 03:21:00 AM,Medium,SW,BEHAVIOR CRISIS,P172320424,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
07/28/2017 06:35:00 PM,Medium,CD,BEHAVIOR CRISIS,P172092365,300 N CHARLES ST,"300 N CHARLES ST
BALTIMORE, MD
(39.292683, -76.615368)"
08/20/2017 02:28:00 AM,Medium,SW,BEHAVIOR CRISIS,P172320339,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
07/28/2017 06:13:00 PM,Medium,SW,BEHAVIOR CRISIS,P172092314,300 S AUGUSTA AV,"300 S AUGUSTA AV
BALTIMORE, MD
(39.281209, -76.684601)"
08/19/2017 09:28:00 PM,Medium,NE,BEHAVIOR CRISIS,P172312765,5600 KNELL AV,"5600 KNELL AV
BALTIMORE, MD
(39.335686, -76.542972)"
08/19/2017 11:21:00 PM,Medium,SD,BEHAVIOR CRISIS,P172313098,2000 BLK EAGLE ST,"2000 BLK EAGLE ST
BALTIMORE, MD
(39.280931, -76.647349)"
08/20/2017 06:17:00 PM,Medium,ED,BEHAVIOR CRISIS,P172322028,1000 E BIDDLE ST,"1000 E BIDDLE ST
BALTIMORE, MD
(39.303936, -76.603418)"
08/19/2017 06:32:00 PM,Medium,ND,BEHAVIOR CRISIS,P172312286,4400 BLK OLD YORK RD,"4400 BLK OLD YORK RD
BALTIMORE, MD
(39.343541, -76.60797)"
08/19/2017 11:13:00 PM,Medium,NW,BEHAVIOR CRISIS,P172313076,4100 LIBERTY HEIGHTS AV,"4100 LIBERTY HEIGHTS AV
BALTIMORE, MD
(39.328843, -76.687564)"
08/19/2017 11:19:00 PM,Medium,NW,BEHAVIOR CRISIS,P172313095,4100 LIBERTY HEIGHTS AV,"4100 LIBERTY HEIGHTS AV
BALTIMORE, MD
(39.328843, -76.687564)"
08/19/2017 06:10:00 PM,Medium,NW,BEHAVIOR CRISIS,P172312211,5100 ARBUTUS AV,"5100 ARBUTUS AV
BALTIMORE, MD
(39.343292, -76.681259)"
08/19/2017 10:10:00 PM,Medium,SW,BEHAVIOR CRISIS,P172312893,2800 ELLICOTT DY,"2800 ELLICOTT
BALTIMORE, MD
(39.302498, -76.66375)"
08/19/2017 06:42:00 PM,Medium,ND,BEHAVIOR CRISIS,P172312308,800 W 36TH ST,"800 W 36TH ST
BALTIMORE, MD
(39.331228, -76.6297)"
08/19/2017 07:58:00 PM,Medium,CD,BEHAVIOR CRISIS,P172312521,400 E PRATT ST,"400 E PRATT ST
BALTIMORE, MD
(39.286665, -76.609326)"
08/20/2017 05:25:00 PM,Medium,SD,BEHAVIOR CRISIS,P172321896,1200 CLEVELAND ST,"1200 CLEVELAND ST
BALTIMORE, MD
(39.280229, -76.632661)"
08/20/2017 05:13:00 PM,Medium,ED,BEHAVIOR CRISIS,P172321856,1200 N CHESTER ST,"1200 N CHESTER ST
BALTIMORE, MD
(39.30467, -76.588214)"
08/20/2017 04:03:00 PM,Medium,SW,BEHAVIOR CRISIS,P172321639,3900 EDMONDSON AV,"3900 EDMONDSON AV
BALTIMORE, MD
(39.293856, -76.681354)"
08/20/2017 03:00:00 PM,Medium,SW,BEHAVIOR CRISIS,P172321497,400 ROSECROFT TE,"400 ROSECROFT
BALTIMORE, MD
(39.279994, -76.682592)"
08/20/2017 03:24:00 PM,Medium,CD,BEHAVIOR CRISIS,P172321544,800 NEWINGTON AV,"800 NEWINGTON AV
BALTIMORE, MD
(39.313587, -76.631998)"
08/20/2017 03:10:00 PM,Medium,WD,BEHAVIOR CRISIS,P172321515,1500-1 W LEXINGTON ST,"1500 1 W LEXINGTON ST
BALTIMORE, MD
(39.290749, -76.641241)"
08/19/2017 03:56:00 PM,Medium,NE,BEHAVIOR CRISIS,P172311812,3200 KENYON AV,"3200 KENYON AV
BALTIMORE, MD
(39.323526, -76.566774)"
08/05/2017 10:41:00 PM,Medium,ND,BEHAVIOR CRISIS,P172172850,100 W 29TH ST,"100 W 29TH ST
BALTIMORE, MD
(39.323101, -76.61859)"
08/02/2017 12:58:00 PM,Medium,CD,BEHAVIOR CRISIS,P172141330,400 CUMMINGS CT,"400 CUMMINGS CT
BALTIMORE, MD
(39.30117, -76.62503)"
08/02/2017 04:52:00 PM,Medium,NW,BEHAVIOR CRISIS,P172142007,6800 REISTERSTOWN RD,"6800 REISTERSTOWN RD
BALTIMORE, MD
(39.359581, -76.70699)"
08/02/2017 02:35:00 PM,Medium,SD,BEHAVIOR CRISIS,P172141622,2000 CHRISTIAN ST,"2000 CHRISTIAN ST
BALTIMORE, MD
(39.282086, -76.64852)"
08/02/2017 08:39:00 AM,Medium,ED,BEHAVIOR CRISIS,P172140667,1300 GREENMOUNT AV,"1300 GREENMOUNT AV
BALTIMORE, MD
(39.304979, -76.608225)"
08/02/2017 02:00:00 AM,Medium,SE,BEHAVIOR CRISIS,P172140195,1400 IMLA ST,"1400 IMLA ST
BALTIMORE, MD
(39.273539, -76.53778)"
08/02/2017 06:01:00 AM,Medium,NE,BEHAVIOR CRISIS,P172140420,6400 SEFTON AV,"6400 SEFTON AV
BALTIMORE, MD
(39.358688, -76.549554)"
08/02/2017 01:28:00 AM,Medium,NE,BEHAVIOR CRISIS,P172140152,3700 EVERGREEN AV,"3700 EVERGREEN AV
BALTIMORE, MD
(39.347223, -76.550496)"
08/02/2017 02:35:00 AM,Medium,NE,BEHAVIOR CRISIS,P172140247,3100 KENTUCKY AV,"3100 KENTUCKY AV
BALTIMORE, MD
(39.32318, -76.569822)"
09/02/2017 08:35:00 PM,Medium,SD,BEHAVIOR CRISIS,P172452289,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
08/01/2017 06:11:00 PM,Medium,SW,BEHAVIOR CRISIS,P172132336,3100 BLK WILKENS AV,"3100 BLK WILKENS AV
BALTIMORE, MD
(39.275449, -76.666332)"
08/01/2017 06:37:00 PM,Medium,ND,BEHAVIOR CRISIS,P172132407,2800 W GARRISON AV,"2800 W GARRISON AV
BALTIMORE, MD
(39.349686, -76.66587)"
08/01/2017 05:21:00 PM,Medium,NW,BEHAVIOR CRISIS,P172132143,4800 REISTERSTOWN RD,"4800 REISTERSTOWN RD
BALTIMORE, MD
(39.341798, -76.676679)"
08/01/2017 10:05:00 PM,Medium,SW,BEHAVIOR CRISIS,P172133027,2300 N LONGWOOD ST,"2300 N LONGWOOD ST
BALTIMORE, MD
(39.313469, -76.667813)"
08/05/2017 07:08:00 PM,Medium,SE,BEHAVIOR CRISIS,P172172267,3300 E FAYETTE ST,"3300 E FAYETTE ST
BALTIMORE, MD
(39.294846, -76.570884)"
08/01/2017 03:54:00 PM,Medium,NE,BEHAVIOR CRISIS,P172131837,5000 FRANKFORD AV,"5000 FRANKFORD AV
BALTIMORE, MD
(39.328796, -76.541568)"
07/30/2017 09:35:00 PM,Medium,ED,BEHAVIOR CRISIS,P172112579,600 N WOLFE ST,"600 N WOLFE ST
BALTIMORE, MD
(39.297502, -76.590807)"
08/01/2017 04:38:00 PM,Medium,SW,BEHAVIOR CRISIS,P172131989,500 RANDOM RD,"500 RANDOM RD
BALTIMORE, MD
(39.279453, -76.700699)"
08/01/2017 05:14:00 PM,Medium,NE,BEHAVIOR CRISIS,P172132122,5600 FRANKFORD AV,"5600 FRANKFORD AV
BALTIMORE, MD
(39.322159, -76.540534)"
08/01/2017 04:19:00 PM,Medium,WD,BEHAVIOR CRISIS,P172131932,2300 REISTERSTOWN RD,"2300 REISTERSTOWN RD
BALTIMORE, MD
(39.315044, -76.648529)"
07/30/2017 10:36:00 AM,Medium,ND,BEHAVIOR CRISIS,P172110914,4100 OLD YORK RD,"4100 OLD YORK RD
BALTIMORE, MD
(39.340052, -76.607675)"
07/30/2017 02:24:00 PM,Medium,WD,BEHAVIOR CRISIS,P172111425,1600 MOUNTMOR CT,"1600 MOUNTMOR CT
BALTIMORE, MD
(39.306966, -76.644515)"
08/05/2017 05:01:00 PM,Medium,NE,BEHAVIOR CRISIS,P172171881,1900 E 32ND ST,"1900 E 32ND ST
BALTIMORE, MD
(39.327276, -76.589237)"
07/30/2017 10:37:00 AM,Medium,NW,BEHAVIOR CRISIS,P172110916,4700 PIMLICO RD,"4700 PIMLICO RD
BALTIMORE, MD
(39.345432, -76.668482)"
07/30/2017 12:13:00 PM,Medium,ND,BEHAVIOR CRISIS,P172111098,800 DARTMOUTH RD,"800 DARTMOUTH RD
BALTIMORE, MD
(39.366084, -76.60597)"
08/01/2017 02:22:00 PM,Medium,NW,BEHAVIOR CRISIS,P172131569,3800 GREENSPRING AV,"3800 GREENSPRING AV
BALTIMORE, MD
(39.334091, -76.655919)"
09/01/2017 06:14:00 PM,Medium,SE,BEHAVIOR CRISIS,P172442260,0 S BROADWAY,"0 S BROADWAY
BALTIMORE, MD
"
07/29/2017 11:49:00 PM,Medium,NE,BEHAVIOR CRISIS,P172103066,5300 LEITH RD,"5300 LEITH RD
BALTIMORE, MD
(39.354429, -76.591009)"
08/01/2017 10:02:00 AM,Medium,ND,BEHAVIOR CRISIS,P172130899,2800 HUNTINGDON AV,"2800 HUNTINGDON AV
BALTIMORE, MD
(39.320771, -76.622823)"
08/05/2017 04:04:00 PM,Medium,NE,BEHAVIOR CRISIS,P172171753,900 CHESTNUT HILL AV,"900 CHESTNUT HILL AV
BALTIMORE, MD
(39.334023, -76.604267)"
08/01/2017 10:24:00 AM,Medium,ED,BEHAVIOR CRISIS,P172130960,400 FALLSWAY,"400 FALLSWAY
BALTIMORE, MD
(39.293638, -76.609629)"
08/05/2017 03:59:00 PM,Medium,NE,BEHAVIOR CRISIS,P172171737,1200 CEDARCROFT RD,"1200 CEDARCROFT RD
BALTIMORE, MD
(39.368857, -76.59327)"
08/05/2017 04:02:00 PM,Medium,WD,BEHAVIOR CRISIS,P172171748,300 N STRICKER ST,"300 N STRICKER ST
BALTIMORE, MD
(39.292263, -76.641168)"
07/30/2017 12:47:00 AM,Medium,NE,BEHAVIOR CRISIS,P172110132,3000 KENYON AV,"3000 KENYON AV
BALTIMORE, MD
(39.32486, -76.568611)"
07/29/2017 05:29:00 PM,Medium,SW,BEHAVIOR CRISIS,P172101929,2200 GARRISON BL,"2200 GARRISON
BALTIMORE, MD
(39.311728, -76.675284)"
08/01/2017 01:03:00 AM,Medium,SD,BEHAVIOR CRISIS,P172130126,2700 HOLLINS FERRY RD,"2700 HOLLINS FERRY RD
BALTIMORE, MD
(39.258761, -76.643759)"
08/01/2017 12:19:00 AM,Medium,ND,BEHAVIOR CRISIS,P172130040,5700 FALLS RD,"5700 FALLS RD
BALTIMORE, MD
(39.36466, -76.647363)"
07/28/2017 06:01:00 PM,Medium,ND,BEHAVIOR CRISIS,P172092256,3700 GREENMOUNT AV,"3700 GREENMOUNT AV
BALTIMORE, MD
(39.334221, -76.609485)"
08/19/2017 04:10:00 PM,Medium,NE,BEHAVIOR CRISIS,P172311855,5700 BEECHDALE AV,"5700 BEECHDALE AV
BALTIMORE, MD
(39.357344, -76.580778)"
08/19/2017 01:26:00 PM,Medium,NW,BEHAVIOR CRISIS,P172311402,5400 LYNVIEW AV,"5400 LYNVIEW AV
BALTIMORE, MD
(39.344867, -76.689908)"
08/19/2017 05:24:00 PM,Medium,CD,BEHAVIOR CRISIS,P172312061,2500 EUTAW PL,"2500 EUTAW PL
BALTIMORE, MD
(39.315032, -76.63845)"
08/19/2017 03:26:00 PM,Medium,ED,BEHAVIOR CRISIS,P172311724,1200 E LAFAYETTE AV,"1200 E LAFAYETTE AV
BALTIMORE, MD
(39.31036, -76.602116)"
08/19/2017 08:10:00 AM,Medium,NW,BEHAVIOR CRISIS,P172310668,3400 PIEDMONT AV,"3400 PIEDMONT AV
BALTIMORE, MD
(39.316275, -76.674633)"
08/19/2017 11:33:00 AM,Medium,WD,BEHAVIOR CRISIS,P172311126,700 ASHBURTON ST,"700 ASHBURTON ST
BALTIMORE, MD
(39.295578, -76.661446)"
08/19/2017 07:49:00 AM,Medium,SW,BEHAVIOR CRISIS,P172310637,1000 PARKSLEY AV,"1000 PARKSLEY AV
BALTIMORE, MD
(39.27441, -76.664445)"
